user_id,source,category
d9aaf3625d,context,Досуг
a6fdb7efd0,context,Строительство и ремонт
b660c38038,context,Электроника
431d8bcf48,other,Электроника
70dd8b05b7,other,Строительство и ремонт
07c30dc4bc,context,Продукты
52f3102bbe,email,Строительство и ремонт
fe18fd151c,other,Электроника
f098a292b5,context,Строительство и ремонт
8451d218b7,email,Продукты
0a07715f8b,other,Товары для животных
53fa70cd0a,other,Электроника
554cffdc42,other,Досуг
7a7b4ad9b8,None,Бытовая техника
8142637a47,other,Электроника
6cfdaf36b9,context,Бытовая техника
e66e26ccaf,other,Строительство и ремонт
e998b0efdf,other,Продукты
1df5fdee11,context,Бытовая техника
6d2b30f845,context,Товары для животных
634c1d7e4e,context,Бытовая техника
4c59e81d44,context,Продукты
20d9844728,other,Электроника
95481d28e1,context,Продукты
73fffcbb65,context,Строительство и ремонт
e736bd4085,other,Строительство и ремонт
899017a076,context,Бытовая техника
7c3fd1ee41,other,Бытовая техника
0112d921ad,other,Досуг
05b4a4926d,other,Продукты
9ebba9a7b3,other,Электроника
f54a353cc8,other,Продукты
2985fa5251,other,Строительство и ремонт
26c78820af,other,Бытовая техника
36c9cf89bb,other,Товары для животных
d1cafbb9d3,context,Электроника
976e3cd27c,other,Электроника
7609265f31,context,Электроника
9d04bb57e6,context,Электроника
ed93ee4370,context,Товары для животных
ef0f3269c3,context,Электроника
f5e83a17af,other,Электроника
845454eb25,other,Досуг
136193f9ba,other,не определена
fce9b53c13,email,Досуг
c17b697fe3,other,Досуг
ccafb5cfce,context,Электроника
ebeede9566,other,Бытовая техника
06e9146e39,other,Электроника
598fff580c,context,Электроника
70a3198338,other,Бытовая техника
6f16b5562b,other,Электроника
82b450ea2e,other,Продукты
dcd5c867cf,other,Товары для животных
ff659a28b7,context,Досуг
74fc88f5d1,other,Бытовая техника
b1725f8ef0,context,Бытовая техника
9c4e6055df,other,Продукты
4ae4547884,other,Электроника
66eb0896dd,other,Продукты
c514adbd83,other,Электроника
62b2386c1c,other,Досуг
1136653d20,other,Досуг
16ad676a50,other,Строительство и ремонт
13e88c06a2,other,Продукты
7dc4993952,context,Продукты
656aa8fb83,None,Досуг
890230dfa0,other,Продукты
aa1db4b36d,email,Электроника
bb7ef21be6,other,Электроника
aa40001201,other,Товары для животных
dced838e4c,other,Электроника
1558cc2bef,other,Электроника
9de16bd163,other,Бытовая техника
d070451cb7,other,Досуг
535a0a7fd2,other,Продукты
b8bed245d4,other,Электроника
9c7398b5a2,other,Электроника
d77e3ff3d8,context,Электроника
5740086d40,other,Продукты
b0231e8bb8,other,Продукты
2f5e4f200e,context,Электроника
224bb02440,email,Досуг
5d09df0a70,other,Строительство и ремонт
4fae7f1038,context,Бытовая техника
35d3b36012,email,Продукты
f504240604,context,Досуг
38593d010c,other,Электроника
372182dfe7,context,Бытовая техника
c7d31b5322,other,Продукты
6855dd174e,context,Бытовая техника
3d5c4ee62c,other,Электроника
6988567303,other,Электроника
bae7add73a,context,Электроника
e49a5df2aa,other,Электроника
e262359530,other,Товары для животных
12072d9e49,context,Строительство и ремонт
27fc5109c8,other,Электроника
8d2a3b3fe6,other,Продукты
67cd82b367,other,Электроника
191cefdb6e,other,Досуг
71ad285ac3,other,Электроника
e029d6e1dc,other,Продукты
4af1e0c56b,other,Электроника
0e56c00b21,other,Электроника
216b503bee,context,Товары для животных
81da2b0fca,context,Электроника
9fcce69287,other,Электроника
b6e9702ab6,other,Электроника
0a97f18461,other,Электроника
7f7efbcf8d,other,Бытовая техника
e5e8f27d21,other,Электроника
de465d6615,other,Досуг
2659b22fd9,email,Строительство и ремонт
b0d7c401d6,other,Продукты
8af51088a0,context,не определена
79d5fa9e4f,context,Продукты
fea109639c,other,Бытовая техника
1c08931d92,context,Товары для животных
599bfa0616,other,Строительство и ремонт
bf3beef628,other,Электроника
0f2d86bca6,email,Бытовая техника
44b572a76b,other,Электроника
d4e7790d8b,other,Товары для животных
864f229283,other,Досуг
307a397904,other,Электроника
255b178f6b,other,Бытовая техника
84af74688b,other,Бытовая техника
68bb7edac2,other,Продукты
db89ebbb94,context,Строительство и ремонт
eb39262ff5,context,Электроника
5d4b287d40,other,Строительство и ремонт
7ec5981242,other,Продукты
9b0a694178,other,Досуг
3aa25fdfe8,email,Бытовая техника
afe62b2138,context,Электроника
6c90a4118a,context,Электроника
724c727778,other,Бытовая техника
0e515a69d7,other,Продукты
9a85a229a2,other,Бытовая техника
631e8ac2cb,email,Строительство и ремонт
fe70e17d90,other,Товары для животных
d15ea2f086,other,Бытовая техника
cacbb038f7,other,Электроника
bc0d5e8d4e,other,Электроника
6f4f14ebc6,other,Электроника
a7774f0517,context,Продукты
2ef38ed257,context,Товары для животных
d8e40a827b,other,Товары для животных
a8c79814bc,context,Электроника
60f5e492fa,email,Досуг
2809dbf3a9,other,Досуг
dba4001826,context,Электроника
85411bb5a5,other,Электроника
47e6bc8f0d,other,Электроника
b36327fe75,other,Электроника
a5c67b52d9,context,Досуг
4885729a0f,context,Электроника
ce1d14c718,other,Продукты
c851f03086,context,Продукты
7b687f4160,context,Электроника
07fd167458,other,Бытовая техника
cf60c16749,other,Товары для животных
3c5f21432c,other,Бытовая техника
545aa9f44b,other,Бытовая техника
13fac0d405,context,Бытовая техника
088d22bc59,email,Бытовая техника
4796b086c8,other,Электроника
c20a8714ab,other,Строительство и ремонт
8ecf75a399,other,Бытовая техника
bc56bbf576,context,Электроника
434d630b6e,context,Электроника
eef00e8a37,other,Продукты
56eab4cd21,other,Электроника
2b95759653,other,Досуг
dfa3a6e5b3,other,Бытовая техника
fc21f5f617,other,Бытовая техника
d5f8a2f57f,context,Продукты
a5a297e53b,other,Бытовая техника
e0e7c0213e,other,Электроника
e1f141314c,context,Товары для животных
48cf500002,context,Продукты
0805db4606,context,Досуг
10e25f64a8,other,Электроника
83666e3e71,other,Продукты
443b546650,other,Досуг
382d748d26,other,Бытовая техника
9505ed9769,other,Бытовая техника
faa0283824,other,Электроника
e64b5b3a04,other,не определена
2867baebbc,other,Бытовая техника
c6ee516fbc,other,Строительство и ремонт
b9a7f7c97e,other,Электроника
15f420eba3,context,Досуг
92e1b9d286,other,Электроника
162de0b7d3,email,Досуг
4ea790594d,other,Строительство и ремонт
abcc15503b,other,Электроника
97335e6de5,other,Товары для животных
751b49b3b0,other,Электроника
ec2d44b19c,other,Досуг
3436f0e77d,context,Досуг
6d3baee7b3,other,Электроника
55637ce26d,email,Продукты
fff653d5f3,other,Продукты
28d7cc6a5e,other,Товары для животных
41f99c4466,other,Электроника
903e13b923,other,Электроника
e8c775ac30,context,Продукты
0984b97b88,other,Бытовая техника
a8e582c872,other,Продукты
8e71840559,other,Продукты
85ca49f84e,other,Товары для животных
4d7ed13700,other,Досуг
840de9c40b,context,Досуг
feed8ebd24,other,Досуг
0b2557196b,other,Досуг
cba5c16527,other,Электроника
985295a069,other,Электроника
17e83bf2f1,other,Электроника
4b0342c620,context,Электроника
2f4a628c87,other,Бытовая техника
e12f1c84b0,other,Электроника
90da1539f0,other,Бытовая техника
1e106b7589,other,Досуг
72727bd6a3,other,Бытовая техника
8368178e1d,email,Досуг
a17dbb1b7a,other,Электроника
586dbe705e,other,Электроника
2fa011d218,other,Электроника
7f92c06e50,context,Продукты
6c1941f5a0,email,Строительство и ремонт
e17f002e28,other,Электроника
3d3fcf73fb,other,Товары для животных
e6fd1a3c0e,other,Электроника
1691010392,context,Досуг
512e5c7c20,other,Электроника
698418a5ab,other,Электроника
71507a1091,other,Товары для животных
4cb5f60339,other,Электроника
5811863cda,other,Досуг
06d3dfda6b,other,Товары для животных
d8a49a9a05,context,Бытовая техника
24cf0da7ba,other,Бытовая техника
51ae0e03cd,other,Электроника
5bae47cc68,other,Электроника
ca044019d5,context,Досуг
dd49db4a68,other,Электроника
ec1283163b,context,Электроника
8705cecf7e,other,Электроника
0ada0701bf,other,Продукты
b5892ac2d3,other,Строительство и ремонт
90e28a0c43,other,Строительство и ремонт
8908e622a3,other,Бытовая техника
6dbb437d9c,other,Досуг
ce44a83989,context,Продукты
07b56c982c,other,Электроника
3c4403ce5c,other,Бытовая техника
3802b8b5c2,context,Электроника
bfeb8c74fa,context,Досуг
4bba6f17b8,other,Электроника
54bedfbf34,other,Бытовая техника
76e5f8734d,other,Электроника
9bbb06c215,other,Досуг
3742f6bcd2,other,Продукты
0ec356ffbe,other,Электроника
87a3bc895d,context,Досуг
6e530f9eca,other,Электроника
6e0bc62ef5,email,Строительство и ремонт
13ed0ec8fe,other,Бытовая техника
f5698fbf83,context,Бытовая техника
50ab9e0fca,other,Строительство и ремонт
de63900552,other,Бытовая техника
10a0522e5c,context,Бытовая техника
902e47585f,context,Товары для животных
85d2bd017d,other,Продукты
20901c697d,other,Товары для животных
7e136b74b8,other,Досуг
bd68573542,other,Электроника
76320e1780,context,Досуг
4525c8630e,other,Товары для животных
0178940f24,other,Бытовая техника
90d16becd5,other,Бытовая техника
466c824e89,context,Бытовая техника
bc86682e83,context,Строительство и ремонт
222b9ace72,other,Продукты
4f4dd11130,context,Бытовая техника
bad3497b60,other,Электроника
2d7e180adf,email,Бытовая техника
8c20ca5ff9,other,Электроника
d2916bb2ea,other,Продукты
02492fcc59,other,Электроника
d0f8bba110,email,Электроника
0f27e67258,context,Электроника
c4ed357b94,other,Продукты
f3e5da3e77,context,Продукты
c09aeef55e,other,Досуг
cf3a7e2084,other,Бытовая техника
b9144a07e0,other,не определена
a47db10e2f,other,Бытовая техника
77199b7789,other,Электроника
8293b81c10,other,Бытовая техника
96442fe008,other,Бытовая техника
95d4e54df3,other,Бытовая техника
a3c25342e4,other,Бытовая техника
f3ca8d05f8,context,Бытовая техника
d5361ad515,other,Бытовая техника
18a88d5211,other,Электроника
358ffa2a7e,other,Электроника
f69c26e907,context,Бытовая техника
4eeb09793d,other,Строительство и ремонт
966fe125ed,context,Электроника
e9617cd750,context,Продукты
b26f6a62dd,other,Электроника
fa494db2b3,other,Продукты
0ead4b6323,other,Досуг
68007f1712,other,Досуг
917cdd473f,other,Досуг
98aa1ada30,other,Электроника
10524ea5a3,context,Досуг
a2e35b056d,other,Бытовая техника
6bbe28f98a,context,Электроника
488dee03e1,email,Бытовая техника
2f812f295e,other,Бытовая техника
d350298a02,None,Продукты
2ab5410431,context,Электроника
ddcd6d7ef5,other,Бытовая техника
33f4b1dfa5,other,Бытовая техника
f730007b1d,context,Бытовая техника
b6079a2e10,other,Бытовая техника
dbd1adceb5,email,Электроника
a2ab6c2d8d,email,Досуг
b716d2fd85,other,Продукты
98b9d4bed8,other,Электроника
0e0caa68f8,other,Досуг
3cfc6f670e,other,Досуг
df953fa09a,other,Бытовая техника
456904229d,other,Бытовая техника
ad8f45bfad,email,Продукты
557a2165a3,other,Бытовая техника
4726551fb2,other,Электроника
9e79a66b86,context,Строительство и ремонт
19dd98fbb8,other,Бытовая техника
55483a62ba,other,Бытовая техника
f729872607,other,Бытовая техника
309ecaddc0,context,Строительство и ремонт
045aa26fc1,other,Досуг
4e4441856d,other,Досуг
e83486e477,context,Электроника
a6b53c21b4,other,Электроника
f1c5decad3,other,Бытовая техника
0b561167c4,other,Товары для животных
3116bf018e,other,Электроника
0a9e391d9b,other,Бытовая техника
22b5e4da75,other,Электроника
18795cb4c5,other,Электроника
e5ed79a2ba,other,Электроника
f256406846,other,Товары для животных
81772bec1a,other,Досуг
55005e83dc,email,Электроника
73cb2dced7,context,Товары для животных
ee253e639a,other,Электроника
88c0098aef,other,Бытовая техника
9d149e4f9f,other,Досуг
7faad4287a,other,Бытовая техника
08b61e20a9,context,Товары для животных
f12fe6b901,context,Электроника
c128f25790,context,Продукты
736f2ea9b2,context,Бытовая техника
087b2f6e2f,other,Электроника
014b33059e,email,Электроника
0c3daf763d,other,Бытовая техника
4cb5a6bcb8,other,Бытовая техника
caa27eae10,context,Электроника
ff14642c08,other,Бытовая техника
e647bdcd19,other,Бытовая техника
44588078df,context,Электроника
1a05d6c730,other,Бытовая техника
7fb4e1ca9c,other,Электроника
fc8df43e0e,other,Строительство и ремонт
660ba20bd9,other,Продукты
d226de2868,other,Электроника
f245bb55c3,other,Досуг
7e03443aa8,context,Досуг
dbfb72e461,context,Электроника
cdb6aa4391,context,Строительство и ремонт
19a95f6060,context,Продукты
530a05ae6c,other,Досуг
3221df5ad7,context,Продукты
9a6fadaf4f,other,Досуг
fa23aa9a87,other,Строительство и ремонт
205ad71ee9,other,Электроника
1ea90be965,other,Бытовая техника
003964fb7c,other,Бытовая техника
a0ec3dac75,other,Строительство и ремонт
88c0dce1cf,other,Бытовая техника
bfff76f91c,other,Досуг
d4134ed19e,other,Электроника
05ac36428a,context,Электроника
f9100f89d9,context,Продукты
61e3f197ca,other,Бытовая техника
fe8b8dcb21,other,Электроника
59b66805ef,other,Электроника
92f8bea5fe,other,Бытовая техника
ae68f22a75,other,Продукты
a981490cc8,context,Досуг
53e48a1172,other,Бытовая техника
18af76dd25,context,Продукты
93429ad12b,context,Электроника
ad5a98c96a,other,Электроника
634e9f3d89,context,Электроника
b42c9f716a,other,Бытовая техника
61c18d254c,other,Электроника
7b79437b5c,context,Досуг
a522478851,other,Электроника
7b0e7243bc,other,Электроника
81e6832ee6,other,Бытовая техника
d144cec5ef,other,Досуг
a1a24feb57,context,Товары для животных
fc0f9041db,other,Электроника
888f87aab1,other,Продукты
cbba1589ad,other,Электроника
f22a0a44e8,other,Строительство и ремонт
86dea62aba,context,Электроника
2d107620e9,other,Досуг
66e86c60e6,other,Досуг
e0c9d15e6e,other,Бытовая техника
3872ed9b3d,other,Досуг
48c9626d2b,other,Электроника
d1e6923bbb,other,Досуг
250f7b99b1,other,Бытовая техника
943a44711a,email,Электроника
04d51186b9,other,Продукты
c1ddaafb1e,other,Бытовая техника
111d301e01,other,Товары для животных
e7eb914a64,other,Бытовая техника
e92865ba58,context,Электроника
a069677b82,other,Продукты
94365f3c3c,other,Строительство и ремонт
468325cb72,other,Электроника
df99effc98,other,Строительство и ремонт
d1f605d2dd,context,Досуг
62b3ebfee2,context,Бытовая техника
c19d7620f1,other,Товары для животных
82b1b62621,other,Бытовая техника
894382a501,context,Бытовая техника
1cfb5348f8,other,Электроника
a8fb84e65f,other,Продукты
6bfac74e5e,context,Бытовая техника
14b69e2799,other,Электроника
64b867d7ff,context,Электроника
9d265c8827,other,Строительство и ремонт
0cc3341a0e,context,Бытовая техника
901ab71c98,other,Бытовая техника
61ea14af85,context,Продукты
b3c7ecc3e7,context,Товары для животных
039a08e2ed,context,Электроника
066f295f94,context,Электроника
9655b1b1f2,other,Электроника
8f069ac935,context,Бытовая техника
48ed80bfea,context,Электроника
780b77ad17,other,Электроника
bff10b91e5,context,Бытовая техника
ae4c9fd40d,other,Товары для животных
82cf43697a,other,Электроника
66cadee5de,other,Электроника
f1eac018c0,context,Бытовая техника
a115f64519,other,Досуг
891b456fb7,context,Бытовая техника
2c87fa47fb,other,Бытовая техника
85655e6cc4,email,Досуг
45f29a8b1c,email,Досуг
fb4823ab73,other,Электроника
4843b8c8f4,other,Электроника
9d1cbdd2b6,other,Электроника
cf51ed63b1,other,Продукты
41306ec2b1,context,Бытовая техника
fe10b1c1cb,other,Продукты
c3c06eac01,other,Продукты
f2d3556a97,None,Досуг
3700362e0b,other,Бытовая техника
bed64312f5,other,Бытовая техника
2d8b2d1686,other,Досуг
5079386fb0,other,Бытовая техника
832a20bdf8,other,Продукты
158c10caa8,other,Продукты
